generation,target,strategy,outcome,rc,advantage,veto_reason
38,ml-systems/vllm-weight-loading.md,section_rewrite,vetoed,RC2,1.182165609358651,Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **batched GEMM** (one large matrix multiply that covers all experts simultaneo...)
38,ml-systems/vllm-weight-loading.md,clarify,identity_won,RC4,0.7092993656151906,
38,ml-systems/vllm-weight-loading.md,densify,identity_won,RC4,-1.3397876906064712,
39,ml-systems/prefix-caching.md,dedup,identity_won,RC4,-1.5439507063969962,
39,ml-systems/prefix-caching.md,motivate,identity_won,RC4,0.07352146220938077,
40,ml-systems/vllm-cg-investigation-findings.md,section_rewrite,vetoed,RC2,1.323448205074589,Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **Unique finding — the `synchronize()` bubble** (`RayPPCommunicator.recv()` at `ray_communicator.py:212` does...)
40,ml-systems/vllm-cg-investigation-findings.md,clarify,identity_won,RC4,-0.0778498944161523,
40,ml-systems/vllm-cg-investigation-findings.md,restructure,identity_won,RC4,0.23354968324845687,
41,ml-systems/kv-cache-kernel-and-addressing.md,systematize,identity_won,RC4,-0.29851115706299675,
41,ml-systems/kv-cache-kernel-and-addressing.md,simplify_code,identity_won,RC4,-0.8955334711889903,
42,ml-systems/cuda-graph-inference-optimization.md,motivate,identity_won,RC4,-0.06726727939963124,
42,ml-systems/cuda-graph-inference-optimization.md,consolidate,identity_won,RC4,-1.4126128673922562,
43,ml-systems/prefix-caching-hash-table-leak.md,dedup,invalid,RC1,0.0,no output
43,ml-systems/prefix-caching-hash-table-leak.md,systematize,identity_won,RC4,-0.8429272304235246,
44,ml-systems/kv-cache-internals.md,section_rewrite,vetoed,RC2,1.199087546959617,Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **512 elements** (8 kv_heads × 64 head_dim = 512 floats per K or V vector); Wikilink count regression: 17 → 16
44,ml-systems/kv-cache-internals.md,clarify,identity_won,RC4,0.775880177444458,
44,ml-systems/kv-cache-internals.md,restructure,identity_won,RC4,-0.9169493006161777,
45,ml-systems/parallelism-strategies.md,motivate,identity_won,RC4,0.7863336509949341,
45,ml-systems/parallelism-strategies.md,densify,identity_won,RC4,-1.310556084991557,
46,ml-systems/pt-moe-architecture.md,densify,identity_won,RC4,-0.47301616487964016,
46,ml-systems/pt-moe-architecture.md,compress,identity_won,RC4,-1.2839010189590232,
47,ml-systems/vllm-distributed-groups.md,concretize,invalid,RC1,0.0,no output
47,ml-systems/vllm-distributed-groups.md,densify,invalid,RC1,0.0,no output
48,ml-systems/pytorch-module-hooks.md,dedup,identity_won,RC4,-1.4791479939068937,
48,ml-systems/pytorch-module-hooks.md,concretize,identity_won,RC4,-0.0778498944161523,
48,ml-systems/pytorch-module-hooks.md,simplify_code,identity_won,RC4,0.23354968324845687,
49,ml-systems/vllm-weight-loading.md,systematize,invalid,RC1,0.0,no output
49,ml-systems/vllm-weight-loading.md,motivate,identity_won,RC4,0.9258200997725514,
49,ml-systems/vllm-weight-loading.md,restructure,identity_won,RC4,0.4629100498862757,
50,ml-systems/prefix-caching.md,consolidate,invalid,RC1,0.0,no output
50,ml-systems/prefix-caching.md,clarify,identity_won,RC4,-0.9258200997725514,
51,ml-systems/vllm-cg-investigation-findings.md,concretize,invalid,RC1,0.0,no output
51,ml-systems/vllm-cg-investigation-findings.md,compress,invalid,RC1,0.0,no output
51,ml-systems/vllm-cg-investigation-findings.md,dedup,identity_won,RC4,-1.0,
52,ml-systems/kv-cache-kernel-and-addressing.md,systematize,identity_won,RC4,-0.684257329142735,
52,ml-systems/kv-cache-kernel-and-addressing.md,section_rewrite,identity_won,RC4,0.07602859212697055,
53,ml-systems/cuda-graph-inference-optimization.md,section_rewrite,identity_won,RC4,0.4472135954999579,
53,ml-systems/cuda-graph-inference-optimization.md,consolidate,identity_won,RC4,-1.3416407864998738,
54,ml-systems/prefix-caching-hash-table-leak.md,simplify_code,identity_won,RC4,-1.3000224919331833,
54,ml-systems/prefix-caching-hash-table-leak.md,clarify,identity_won,RC4,-0.3823595564509363,
55,ml-systems/kv-cache-internals.md,motivate,invalid,RC1,0.0,no output
55,ml-systems/kv-cache-internals.md,concretize,identity_won,RC4,-1.2247448713915892,
56,ml-systems/parallelism-strategies.md,section_rewrite,identity_won,RC4,-0.8466487815452375,
56,ml-systems/parallelism-strategies.md,densify,identity_won,RC4,0.09407208683835973,
57,ml-systems/attention-mechanics.md,densify,identity_won,RC4,-1.0795912380986197,
57,ml-systems/attention-mechanics.md,split,identity_won,RC4,0.9135002783911397,
58,ml-systems/vllm-distributed-groups.md,densify,identity_won,RC4,0.07432941462471664,
58,ml-systems/vllm-distributed-groups.md,section_rewrite,identity_won,RC4,-0.07432941462471664,
59,ml-systems/pytorch-module-hooks.md,densify,identity_won,RC4,-0.5516772843673704,
59,ml-systems/pytorch-module-hooks.md,compress,identity_won,RC4,-1.182165609358651,
60,ml-systems/vllm-weight-loading.md,concretize,invalid,RC1,0.0,no output
60,ml-systems/vllm-weight-loading.md,compress,identity_won,RC4,-1.414213562373095,
60,ml-systems/vllm-weight-loading.md,simplify_code,identity_won,RC4,0.7071067811865475,
60,ml-systems/vllm-weight-loading.md,compress,vetoed,RC3,0.7071067811865475,Engineering judge systems_engineer_sonnet rejected
60,ml-systems/vllm-weight-loading.md,simplify_code,vetoed,RC3,0.7071067811865475,Engineering judge systems_engineer_sonnet rejected
61,ml-systems/vllm-weight-loading.md,restructure,invalid,RC1,0.0,no output
61,ml-systems/vllm-weight-loading.md,densify,vetoed,RC2,1.224744871391589,Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **key/value vectors** (the K and V projections from layer 34 are held constant for ...)
61,ml-systems/vllm-weight-loading.md,clarify,identity_won,RC4,-1.224744871391589,
62,ml-systems/vllm-cg-investigation-findings.md,densify,invalid,RC1,0.0,no output
62,ml-systems/vllm-cg-investigation-findings.md,motivate,identity_won,RC4,-1.0190493307301363,
63,ml-systems/kv-cache-kernel-and-addressing.md,clarify,vetoed,RC2,1.4126128673922562,"Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **flat 1D array** (no awareness of blocks, layers, or heads.)"
63,ml-systems/kv-cache-kernel-and-addressing.md,section_rewrite,identity_won,RC4,-0.06726727939963124,
63,ml-systems/kv-cache-kernel-and-addressing.md,consolidate,identity_won,RC4,-1.4126128673922562,
64,ml-systems/cuda-graph-inference-optimization.md,systematize,identity_won,RC4,-1.4126128673922562,
64,ml-systems/cuda-graph-inference-optimization.md,section_rewrite,identity_won,RC4,-0.06726727939963124,
65,ml-systems/prefix-caching-hash-table-leak.md,section_rewrite,vetoed,RC2,1.212678125181665,"Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **~16 MB** (negligible against the 80 GB GPU, but a real leak on long-ru...)"
65,ml-systems/prefix-caching-hash-table-leak.md,systematize,identity_won,RC4,-1.212678125181665,
65,ml-systems/prefix-caching-hash-table-leak.md,clarify,identity_won,RC4,-0.727606875108999,
66,ml-systems/kv-cache-internals.md,section_rewrite,vetoed,RC2,1.1404288819045583,"Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **1,024 bytes** (512 elements × 2 bytes/fp16); **`block_tables`** (a per-sequence lookup table mapping logical block index → ph...)"
66,ml-systems/kv-cache-internals.md,restructure,identity_won,RC4,-0.8363145133966761,
66,ml-systems/kv-cache-internals.md,clarify,identity_won,RC4,0.8363145133966761,
67,ml-systems/prefix-caching.md,consolidate,invalid,RC1,0.0,no output
67,ml-systems/prefix-caching.md,section_rewrite,vetoed,RC2,1.2247448713915892,"Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **keeps its hash, token_ids, and KV cache data** (the next request hitting the same prefix reclaims all 32 blo...)"
67,ml-systems/prefix-caching.md,dedup,identity_won,RC4,-1.2247448713915892,
68,ml-systems/attention-mechanics.md,densify,invalid,RC1,0.0,no output
68,ml-systems/attention-mechanics.md,section_rewrite,identity_won,RC4,0.6040404496926219,
68,ml-systems/attention-mechanics.md,split,identity_won,RC4,0.8053872662568292,
69,ml-systems/vllm-distributed-groups.md,densify,identity_won,RC4,-0.38014296063485276,
69,ml-systems/vllm-distributed-groups.md,section_rewrite,identity_won,RC4,0.684257329142735,
70,ml-systems/pytorch-module-hooks.md,systematize,identity_won,RC4,-0.08304547985373997,
70,ml-systems/pytorch-module-hooks.md,clarify,identity_won,RC4,0.08304547985373997,
71,ml-systems/ray-compiled-graph-in-vllm.md,densify,identity_won,RC4,-0.07018624063435965,
71,ml-systems/ray-compiled-graph-in-vllm.md,clarify,identity_won,RC4,-1.4739110533215525,
72,ml-systems/vllm-weight-loading.md,clarify,vetoed,RC2,1.224744871391589,Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **key/value vectors** (the K and V projections from layer 34 are held constant for ...)
72,ml-systems/vllm-weight-loading.md,motivate,identity_won,RC4,-1.224744871391589,
73,ml-systems/parallelism-strategies.md,dedup,identity_won,RC4,-0.6069769786668839,
73,ml-systems/parallelism-strategies.md,densify,identity_won,RC4,-0.9538209664765319,
74,distributed-systems/chandy-lamport.md,restructure,identity_won,RC4,-0.9878783399072131,
74,distributed-systems/chandy-lamport.md,section_rewrite,identity_won,RC4,-0.5488212999484517,
75,ml-systems/kv-cache-kernel-and-addressing.md,dedup,invalid,RC1,0.0,no output
75,ml-systems/kv-cache-kernel-and-addressing.md,restructure,identity_won,RC4,-1.2247448713915892,
76,ml-systems/cuda-graph-inference-optimization.md,section_rewrite,vetoed,RC2,1.1333333333333333,"Bullet/list loss: items dropped from 18 to 11 (>30% loss); Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **Compute shapes are predictable** (Every sequence processes exactly 1 token, so the matrix shap...); **Memory padding is cheap** (The `block_table` is padded with `-1` entries, but FlashAtte...)"
76,ml-systems/cuda-graph-inference-optimization.md,systematize,identity_won,RC4,-0.4666666666666667,
76,ml-systems/cuda-graph-inference-optimization.md,consolidate,identity_won,RC4,-1.4,
77,ml-systems/prefix-caching-hash-table-leak.md,concretize,identity_won,RC4,-0.3275608910402092,
77,ml-systems/prefix-caching-hash-table-leak.md,consolidate,identity_won,RC4,-1.3757557423688787,
78,ml-systems/kv-cache-internals.md,motivate,identity_won,RC4,0.31799936400190804,
78,ml-systems/kv-cache-internals.md,simplify_code,identity_won,RC4,-1.3779972440082682,
79,ml-systems/prefix-caching.md,motivate,identity_won,RC4,-1.2018504251546631,
79,ml-systems/prefix-caching.md,clarify,identity_won,RC4,-0.2773500981126145,
80,ml-systems/attention-mechanics.md,split,vetoed,RC2,1.2222222222222223,Missing required sections: need either [## TL;DR + ## See Also] or [## Core Intuition + ## Connections] or [## Role in System + ## Related Concepts]
80,ml-systems/attention-mechanics.md,clarify,identity_won,RC4,0.5555555555555556,
80,ml-systems/attention-mechanics.md,systematize,identity_won,RC4,-0.3333333333333333,
81,ml-systems/vllm-distributed-groups.md,densify,identity_won,RC4,-1.110664955031789,
81,ml-systems/vllm-distributed-groups.md,systematize,identity_won,RC4,-0.25630729731502827,
82,ml-systems/pytorch-module-hooks.md,systematize,identity_won,RC4,0.7863336509949341,
82,ml-systems/pytorch-module-hooks.md,restructure,identity_won,RC4,0.7863336509949341,
82,ml-systems/pytorch-module-hooks.md,section_rewrite,identity_won,RC4,0.0873704056661038,
83,ml-systems/vllm-weight-loading.md,motivate,identity_won,RC4,-1.0,
84,ml-systems/ray-compiled-graph-in-vllm.md,clarify,invalid,RC1,0.0,no output
84,ml-systems/ray-compiled-graph-in-vllm.md,section_rewrite,identity_won,RC4,0.0,
84,ml-systems/ray-compiled-graph-in-vllm.md,densify,identity_won,RC4,-1.2247448713915892,
85,ml-systems/parallelism-strategies.md,systematize,invalid,RC1,0.0,no output
85,ml-systems/parallelism-strategies.md,densify,invalid,RC1,0.0,no output
86,distributed-systems/chandy-lamport.md,section_rewrite,vetoed,RC2,1.1211526391279039,Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **Concrete race that would break consistency** (extending the running example)
86,distributed-systems/chandy-lamport.md,systematize,identity_won,RC4,-1.270639657678291,
86,distributed-systems/chandy-lamport.md,concretize,identity_won,RC4,0.8221786020271294,
87,ml-systems/kv-cache-kernel-and-addressing.md,consolidate,invalid,RC1,0.0,retry failed: Edit 0 on ml-systems/attention-mechanics.md: search and replace are identical (no-op)
87,ml-systems/kv-cache-kernel-and-addressing.md,section_rewrite,vetoed,RC2,1.2247448713915892,Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **side effect** (populate the cache now so decode steps can read the history ...)
87,ml-systems/kv-cache-kernel-and-addressing.md,dedup,identity_won,RC4,-1.2247448713915892,
88,ml-systems/cuda-graph-inference-optimization.md,restructure,identity_won,RC4,0.07273929674533079,
88,ml-systems/cuda-graph-inference-optimization.md,compress,identity_won,RC4,-1.2365680446706235,
89,ml-systems/prefix-caching-hash-table-leak.md,clarify,vetoed,RC2,1.6059101370939324,"Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **~16 MB** (negligible against the 80 GB GPU, but a real leak on long-ru...)"
89,ml-systems/prefix-caching-hash-table-leak.md,simplify_code,identity_won,RC4,-1.1470786693528088,
89,ml-systems/prefix-caching-hash-table-leak.md,section_rewrite,identity_won,RC4,-0.22941573387056177,
90,ml-systems/kv-cache-internals.md,section_rewrite,vetoed,RC2,1.4,Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **512 elements** (8 kv_heads × 64 head_dim = 512 floats per K or V vector); **`block_tables`** (a per-sequence lookup table mapping logical block index → ph...)
90,ml-systems/kv-cache-internals.md,systematize,identity_won,RC4,-1.1333333333333333,
90,ml-systems/kv-cache-internals.md,clarify,identity_won,RC4,0.4666666666666667,
91,ml-systems/prefix-caching.md,section_rewrite,vetoed,RC2,1.182165609358651,"Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **keeps its hash, token_ids, and KV cache data** (the next request hitting the same prefix reclaims all 32 blo...)"
91,ml-systems/prefix-caching.md,dedup,identity_won,RC4,-1.3397876906064712,
91,ml-systems/prefix-caching.md,motivate,identity_won,RC4,-0.5516772843673704,
92,ml-systems/attention-mechanics.md,consolidate,invalid,RC1,0.0,"retry failed (no output after: Edit 1 on ml-systems/kv-cache-kernel-and-addressing.md: search text not found. First 80 chars: '    o = flash_attn_with_kvcache(\n    q.unsqueeze(1),                 # [batch, 1')"
92,ml-systems/attention-mechanics.md,motivate,vetoed,RC2,1.0690449676496976,"Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **query vector** (""what am I looking for?""); **key vectors** (""what do I contain?"")"
92,ml-systems/attention-mechanics.md,concretize,identity_won,RC4,0.2672612419124244,
93,ml-systems/vllm-distributed-groups.md,systematize,identity_won,RC4,-0.07881104062391006,
93,ml-systems/vllm-distributed-groups.md,densify,identity_won,RC4,-0.8669214468630108,
94,ml-systems/vllm-weight-loading.md,motivate,identity_won,RC4,-1.0,
95,ml-systems/pytorch-module-hooks.md,simplify_code,identity_won,RC4,-1.2602520756252087,
95,ml-systems/pytorch-module-hooks.md,compress,identity_won,RC4,-0.14002800840280097,
96,ml-systems/ray-compiled-graph-in-vllm.md,concretize,invalid,RC1,0.0,"retry failed (no output after: Edit 1 on ml-systems/ray-compiled-graph-in-vllm.md: search text not found. First 80 chars: '  | PP transfer (NCCL, 4 MiB NVLink) | ~15 us | ~15 us (same NCCL) | <0.1% |')"
96,ml-systems/ray-compiled-graph-in-vllm.md,restructure,vetoed,RC2,1.3074028933658497,Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **Async scheduling made dispatch speed irrelevant** (GPU execution (~10-20 ms) overlaps with next-batch schedulin...); **CG is structurally slower** (O(TP) sequential channel writes vs O(1) shared memory broadc...); **PP tensor routing is trivially replaceable** (MultiprocExecutor uses `gpu_worker.isend/irecv_tensor_dict` ...); **Maintenance cost** (unresolved NCCL hangs across multiple Ray releases.); Wikilink count regression: 11 → 8
96,ml-systems/ray-compiled-graph-in-vllm.md,compress,identity_won,RC4,-0.1867718419094071,
97,ml-systems/parallelism-strategies.md,section_rewrite,identity_won,RC4,0.3458572319330373,
97,ml-systems/parallelism-strategies.md,densify,identity_won,RC4,-1.1759145885723268,
98,distributed-systems/chandy-lamport.md,clarify,identity_won,RC4,0.5449492609130661,
98,distributed-systems/chandy-lamport.md,restructure,identity_won,RC4,-1.6348477827391983,
99,ml-systems/kv-cache-kernel-and-addressing.md,systematize,identity_won,RC4,-0.6054055145966812,
99,ml-systems/kv-cache-kernel-and-addressing.md,clarify,identity_won,RC4,0.6054055145966812,
100,ml-systems/cuda-graph-inference-optimization.md,motivate,identity_won,RC4,-1.3416407864998738,
100,ml-systems/cuda-graph-inference-optimization.md,section_rewrite,identity_won,RC4,-0.4472135954999579,
1,ml-systems/pt-moe-architecture.md,densify,invalid,RC1,0.0,no output
1,ml-systems/pt-moe-architecture.md,clarify,identity_won,RC4,0.5619514869490164,
1,ml-systems/pt-moe-architecture.md,section_rewrite,identity_won,RC4,0.8429272304235246,
2,ml-systems/kv-cache-internals.md,clarify,vetoed,RC2,1.6397831834998458,"Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **block-table** (per-sequence array mapping logical block index → physical bl...); **512 elements** (8 kv_heads × 64 head_dim = 512 floats per K or V vector); **1,024 bytes** (512 elements × 2 bytes/fp16)"
2,ml-systems/kv-cache-internals.md,section_rewrite,identity_won,RC4,-0.14907119849998599,
2,ml-systems/kv-cache-internals.md,motivate,identity_won,RC4,-0.4472135954999579,
3,ml-systems/prefix-caching.md,dedup,invalid,RC1,0.0,no output
3,ml-systems/prefix-caching.md,consolidate,invalid,RC1,0.0,no output
3,ml-systems/prefix-caching.md,section_rewrite,vetoed,RC2,1.0,"Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **keeps its hash, token_ids, and KV cache data** (the next request hitting the same prefix reclaims all 32 blo...)"
4,ml-systems/torch-compile-cuda-graphs-hook-interaction.md,section_rewrite,vetoed,RC2,1.187331502808283,Inline definition(s) removed — constitution requires 'no jargon without inline definition at first use': **CPU dispatch overhead** (the Python interpreter pays ~2–3µs per kernel launch to issu...)
4,ml-systems/torch-compile-cuda-graphs-hook-interaction.md,simplify_code,identity_won,RC4,-1.187331502808283,
4,ml-systems/torch-compile-cuda-graphs-hook-interaction.md,clarify,identity_won,RC4,0.768273325346536,
5,ml-systems/vllm-distributed-groups.md,systematize,identity_won,RC4,0.07474350927519359,
5,ml-systems/vllm-distributed-groups.md,densify,identity_won,RC4,-1.1211526391279039,
